	Count
P0_Ab:IGHV3-13:IGLV2-14	155
P0_Ab:IGHV4-39:IGLV7-46	304
P0_Ab:IGHV3-74:IGKV1-9	85
P0_Ab:IGHV4-31:IGKV1-27	19
P0_Ab:IGHV4-34:IGKV1-12	95
P0_Ab:IGHV3-74:IGKV3D-20	11
P0_Ab:IGHV4-59:IGKV2-29	68
P0_Ab:IGHV4-30-2:IGLV1-51	21
P0_Ab:IGHV1-69:IGKV1-27	29
P0_Ab:IGHV1-69:IGLV1-36	8
P0_Ab:IGHV1-69:IGLV2-8	80
P0_Ab:IGHV3-20:IGKV1-12	5
P0_Ab:IGHV3-23:IGKV2-28	361
P0_Ab:IGHV1-3:IGLV1-44	161
P0_Ab:IGHV1-46:IGKV1-27	197
P0_Ab:IGHV7-4-1:IGLV2-18	23
P0_Ab:IGHV4-38-2:IGLV1-44	79
P0_Ab:IGHV7-4-1:IGKV1-9	85
P0_Ab:IGHV3-15:IGLV2-11	53
P0_Ab:IGHV5-10-1:IGKV1-5	67
P0_Ab:IGHV4-30-4:IGLV7-43	31
P0_Ab:IGHV3-43:IGLV1-47	46
P0_Ab:IGHV3-64:IGKV3-15	13
P0_Ab:IGHV1-18:IGKV1-27	217
P0_Ab:IGHV4-39:IGKV1-NL1	55
P0_Ab:IGHV4-30-2:IGKV1-6	19
P0_Ab:IGHV4-28:IGKV1-39	12
P0_Ab:IGHV5-51:IGKV1-8	69
P0_Ab:IGHV4-39:IGLV8-61	93
P0_Ab:IGHV5-10-1:IGKV4-1	45
P0_Ab:IGHV3-66:IGKV2-28	15
P0_Ab:IGHV3-9:IGKV4-1	112
P0_Ab:IGHV7-4-1:IGLV1-36	29
P0_Ab:IGHV3-33:IGKV3-11	23
P0_Ab:IGHV3-30-3:IGKV1-27	13
P0_Ab:IGHV1-46:IGLV2-11	168
P0_Ab:IGHV4-39:IGKV1-13	45
P0_Ab:IGHV3-72:IGLV7-46	18
P0_Ab:IGHV1-2:IGKV4-1	273
P0_Ab:IGHV7-4-1:IGLV8-61	38
P0_Ab:IGHV3-53:IGLV6-57	18
P0_Ab:IGHV4-4:IGKV1D-12	33
P0_Ab:IGHV7-4-1:IGKV1-6	50
P0_Ab:IGHV3-49:IGLV2-14	104
P0_Ab:IGHV3-23:IGKV1-8	55
P0_Ab:IGHV5-10-1:IGKV1-33	42
P0_Ab:IGHV3-15:IGLV3-21	100
P0_Ab:IGHV3-66:IGLV1-44	69
P0_Ab:IGHV3-74:IGLV2-18	30
P0_Ab:IGHV4-4:IGLV3-12	2
P0_Ab:IGHV5-51:IGKV1-16	23
P0_Ab:IGHV4-34:IGKV1-27	131
P0_Ab:IGHV5-10-1:IGKV1-39	168
P0_Ab:IGHV1-58:IGLV2-8	53
P0_Ab:IGHV1-18:IGKV2-28	131
P0_Ab:IGHV4-39:IGLV3-9	6
P0_Ab:IGHV4-34:IGKV2-30	110
P0_Ab:IGHV3-64D:IGKV4-1	8
P0_Ab:IGHV3-72:IGLV1-44	76
P0_Ab:IGHV4-30-4:IGKV1-6	113
P0_Ab:IGHV3-7:IGKV3D-15	11
P0_Ab:IGHV3-30:IGLV1-44	100
P0_Ab:IGHV3-11:IGKV1-27	24
P0_Ab:IGHV5-10-1:IGKV1-9	16
P0_Ab:IGHV4-39:IGLV2-18	77
P0_Ab:IGHV1-8:IGKV2D-29	27
P0_Ab:IGHV3-30:IGLV1-40	56
P0_Ab:IGHV3-53:IGKV1-6	19
P0_Ab:IGHV1-18:IGLV7-46	147
P0_Ab:IGHV4-59:IGLV3-1	16
P0_Ab:IGHV4-39:IGKV2-28	224
P0_Ab:IGHV3-9:IGKV2-29	10
P0_Ab:IGHV7-4-1:IGKV3-15	81
P0_Ab:IGHV1-46:IGLV6-57	109
P0_Ab:IGHV3-73:IGKV1-27	26
P0_Ab:IGHV3-30:IGLV2-8	136
P0_Ab:IGHV3-33:IGKV3-20	23
P0_Ab:IGHV4-30-4:IGKV3D-15	18
P0_Ab:IGHV3-11:IGLV3-21	32
P0_Ab:IGHV1-8:IGLV1-36	44
P0_Ab:IGHV4-31:IGKV2-28	9
P0_Ab:IGHV1-8:IGLV1-47	284
P0_Ab:IGHV7-4-1:IGKV1-33	147
P0_Ab:IGHV4-4:IGKV1-9	89
P0_Ab:IGHV3-9:IGLV7-46	38
P0_Ab:IGHV7-4-1:IGKV3-11	202
P0_Ab:IGHV3-72:IGKV1-39	179
P0_Ab:IGHV1-69:IGLV6-57	18
P0_Ab:IGHV4-59:IGKV3D-15	32
P0_Ab:IGHV3-53:IGLV2-11	41
P0_Ab:IGHV1-18:IGKV2-29	29
P0_Ab:IGHV1-46:IGKV2-30	129
P0_Ab:IGHV3-15:IGLV7-46	50
P0_Ab:IGHV4-30-2:IGKV3-11	59
P0_Ab:IGHV3-48:IGLV7-46	65
P0_Ab:IGHV3-48:IGKV1-9	74
P0_Ab:IGHV1-3:IGKV1-27	75
P0_Ab:IGHV4-38-2:IGKV3-15	19
P0_Ab:IGHV3-23:IGLV8-61	129
P0_Ab:IGHV4-34:IGLV2-11	102
P0_Ab:IGHV1-2:IGLV1-40	195
P0_Ab:IGHV3-7:IGKV1-13	14
P0_Ab:IGHV4-30-2:IGKV2-30	28
P0_Ab:IGHV4-34:IGLV1-40	159
P0_Ab:IGHV4-30-4:IGKV1-8	21
P0_Ab:IGHV3-33:IGLV1-47	28
P0_Ab:IGHV3-66:IGKV1-17	16
P0_Ab:IGHV3-9:IGLV1-51	26
P0_Ab:IGHV4-34:IGKV2-28	84
P0_Ab:IGHV3-30:IGLV1-47	70
P0_Ab:IGHV3-9:IGKV1-6	24
P0_Ab:IGHV1-2:IGLV1-51	103
P0_Ab:IGHV3-66:IGKV4-1	34
P0_Ab:IGHV1-3:IGKV3D-20	7
P0_Ab:IGHV3-21:IGKV3-15	48
P0_Ab:IGHV4-31:IGKV4-1	28
P0_Ab:IGHV1-8:IGLV7-46	127
P0_Ab:IGHV3-30-3:IGLV7-46	7
P0_Ab:IGHV5-51:IGKV1/OR-4	9
P0_Ab:IGHV4-4:IGKV1-5	276
P0_Ab:IGHV3-43:IGKV1-39	153
P0_Ab:IGHV1-46:IGKV1-5	402
P0_Ab:IGHV1-18:IGKV1-12	211
P0_Ab:IGHV3-53:IGLV7-46	33
P0_Ab:IGHV4-4:IGLV1-40	159
P0_Ab:IGHV3-33:IGLV1-40	28
P0_Ab:IGHV3-20:IGLV7-46	6
P0_Ab:IGHV3-21:IGKV3-20	85
P0_Ab:IGHV3-15:IGKV4-1	118
P0_Ab:IGHV4-30-4:IGLV1-47	342
P0_Ab:IGHV3-9:IGKV2-30	43
P0_Ab:IGHV4-4:IGKV3-7	2
P0_Ab:IGHV4-38-2:IGKV2-30	26
P0_Ab:IGHV5-10-1:IGLV4-60	2
P0_Ab:IGHV1-18:IGKV1-9	115
P0_Ab:IGHV3-49:IGKV3-11	27
P0_Ab:IGHV1-58:IGKV1-27	17
P0_Ab:IGHV3-11:IGKV1-17	16
P0_Ab:IGHV3-30-3:IGLV2-8	25
P0_Ab:IGHV3-15:IGLV1-51	48
P0_Ab:IGHV4-38-2:IGKV1-5	73
P0_Ab:IGHV3-7:IGKV1-NL1	21
P0_Ab:IGHV4-30-2:IGLV3-21	45
P0_Ab:IGHV7-4-1:IGLV1-40	145
P0_Ab:IGHV5-10-1:IGLV1-47	50
P0_Ab:IGHV3-11:IGLV2-23	57
P0_Ab:IGHV4-34:IGLV6-57	77
P0_Ab:IGHV3-49:IGKV1-9	11
P0_Ab:IGHV3-7:IGLV1-36	30
P0_Ab:IGHV4-30-2:IGKV3D-15	4
P0_Ab:IGHV3-21:IGLV7-43	10
P0_Ab:IGHV3-11:IGKV3-20	25
P0_Ab:IGHV4-59:IGLV7-43	88
P0_Ab:IGHV4-30-2:IGKV1-39	201
P0_Ab:IGHV5-51:IGLV3-27	39
P0_Ab:IGHV3-9:IGLV2-23	190
P0_Ab:IGHV3-21:IGLV2-18	12
P0_Ab:IGHV3-66:IGLV1-36	5
P0_Ab:IGHV7-4-1:IGKV2-29	19
P0_Ab:IGHV4-31:IGLV2-14	147
P0_Ab:IGHV4-59:IGKV3D-20	29
P0_Ab:IGHV4-61:IGKV3D-15	24
P0_Ab:IGHV3-33:IGLV2-23	47
P0_Ab:IGHV3-74:IGKV1-NL1	22
P0_Ab:IGHV3-9:IGLV1-44	143
P0_Ab:IGHV3-21:IGKV1-27	88
P0_Ab:IGHV3-73:IGLV2-11	29
P0_Ab:IGHV5-51:IGLV3-1	40
P0_Ab:IGHV3-23:IGKV1-13	57
P0_Ab:IGHV3-23:IGKV2-29	90
P0_Ab:IGHV1-2:IGKV2-30	128
P0_Ab:IGHV3-30:IGLV4-60	3
P0_Ab:IGHV3-48:IGKV1-12	76
P0_Ab:IGHV1-58:IGLV3-21	22
P0_Ab:IGHV3-74:IGKV3-11	188
P0_Ab:IGHV4-4:IGKV1-12	119
P0_Ab:IGHV4-61:IGKV2-30	199
P0_Ab:IGHV3-74:IGKV1-6	74
P0_Ab:IGHV3-66:IGKV2-40	2
P0_Ab:IGHV4-30-2:IGKV1-9	17
P0_Ab:IGHV3-33:IGKV1-12	15
P0_Ab:IGHV4-61:IGKV3D-20	24
P0_Ab:IGHV3-64D:IGLV2-14	47
P0_Ab:IGHV4-30-4:IGLV1-36	47
P0_Ab:IGHV4-34:IGLV1-47	189
P0_Ab:IGHV4-4:IGKV1-6	68
P0_Ab:IGHV4-59:IGLV8-61	106
P0_Ab:IGHV7-4-1:IGKV1-13	18
P0_Ab:IGHV3-30:IGKV4-1	64
P0_Ab:IGHV4-34:IGKV3-11	188
P0_Ab:IGHV3-48:IGKV1-17	74
P0_Ab:IGHV3-33:IGKV1-13	2
P0_Ab:IGHV3-43D:IGLV2-14	12
P0_Ab:IGHV3-66:IGKV3-15	13
P0_Ab:IGHV3-74:IGKV1-17	99
P0_Ab:IGHV4-38-2:IGKV1-27	41
P0_Ab:IGHV3-11:IGLV1-44	49
P0_Ab:IGHV3-7:IGLV8-61	31
P0_Ab:IGHV3-53:IGKV1-12	29
P0_Ab:IGHV4-30-4:IGLV8-61	50
P0_Ab:IGHV3-74:IGKV2-28	77
P0_Ab:IGHV3-64D:IGKV1-39	36
P0_Ab:IGHV4-4:IGKV1-17	113
P0_Ab:IGHV3-20:IGKV1-17	5
P0_Ab:IGHV3-23:IGLV3-25	8
P0_Ab:IGHV3-64:IGKV4-1	15
P0_Ab:IGHV3-30:IGLV7-43	5
P0_Ab:IGHV3-21:IGKV1-NL1	13
P0_Ab:IGHV1-2:IGLV2-18	40
P0_Ab:IGHV1-3:IGLV1-47	107
P0_Ab:IGHV3-72:IGKV3-15	16
P0_Ab:IGHV3-74:IGKV1-12	104
P0_Ab:IGHV3-9:IGKV2D-29	8
P0_Ab:IGHV3-43:IGLV6-57	17
P0_Ab:IGHV3-43:IGKV1-6	14
P0_Ab:IGHV3-64:IGKV3-20	13
P0_Ab:IGHV3-53:IGLV2-18	12
P0_Ab:IGHV4-34:IGKV1-6	65
P0_Ab:IGHV1-3:IGLV1-51	31
P0_Ab:IGHV1-69:IGKV1-17	18
P0_Ab:IGHV1-3:IGKV1D-13	4
P0_Ab:IGHV3-49:IGLV1-47	20
P0_Ab:IGHV3-15:IGKV1-NL1	10
P0_Ab:IGHV3-15:IGKV1-9	37
P0_Ab:IGHV1-46:IGKV1-9	120
P0_Ab:IGHV4-31:IGLV2-8	65
P0_Ab:IGHV4-30-2:IGLV2-11	17
P0_Ab:IGHV4-30-2:IGLV7-43	10
P0_Ab:IGHV3-30:IGLV3-21	58
P0_Ab:IGHV3-21:IGLV6-57	54
P0_Ab:IGHV4-30-4:IGKV1-NL1	31
P0_Ab:IGHV7-4-1:IGLV1-51	57
P0_Ab:IGHV3-15:IGKV3-11	122
P0_Ab:IGHV4-39:IGLV1-50	20
P0_Ab:IGHV4-30-2:IGKV3-20	36
P0_Ab:IGHV3-43:IGLV3-21	41
P0_Ab:IGHV3-49:IGKV1-12	10
P0_Ab:IGHV5-51:IGLV4-60	26
P0_Ab:IGHV3-53:IGLV1-47	51
P0_Ab:IGHV3-48:IGLV8-61	25
P0_Ab:IGHV5-10-1:IGKV3-20	52
P0_Ab:IGHV4-31:IGKV2-30	11
P0_Ab:IGHV3-73:IGLV2-23	74
P0_Ab:IGHV5-10-1:IGKV3-11	54
P0_Ab:IGHV3-49:IGLV4-60	1
P0_Ab:IGHV3-72:IGLV2-8	98
P0_Ab:IGHV3-23:IGKV1D-12	111
P0_Ab:IGHV3-9:IGKV3-20	46
P0_Ab:IGHV3-66:IGKV1-33	32
P0_Ab:IGHV4-38-2:IGKV1-9	25
P0_Ab:IGHV3-66:IGKV1-12	18
P0_Ab:IGHV3-30-3:IGKV1-39	51
P0_Ab:IGHV1-38-4:IGKV1-39	1
P0_Ab:IGHV3-73:IGLV6-57	16
P0_Ab:IGHV4-4:IGKV1-NL1	21
P0_Ab:IGHV1-2:IGKV1-9	120
P0_Ab:IGHV4-31:IGKV2-29	4
P0_Ab:IGHV1-3:IGKV1-33	80
P0_Ab:IGHV3-73:IGLV1-44	71
P0_Ab:IGHV3-15:IGKV2-28	55
P0_Ab:IGHV1-8:IGKV3-20	234
P0_Ab:IGHV3-33:IGKV4-1	25
P0_Ab:IGHV4-39:IGLV3-12	15
P0_Ab:IGHV3-15:IGKV1D-12	11
P0_Ab:IGHV3-9:IGKV3-15	31
P0_Ab:IGHV7-4-1:IGLV3-1	2
P0_Ab:IGHV3-73:IGLV3-21	25
P0_Ab:IGHV3-21:IGLV7-46	58
P0_Ab:IGHV1-69:IGKV3-11	40
P0_Ab:IGHV3-72:IGKV2D-29	5
P0_Ab:IGHV3-7:IGLV7-46	86
P0_Ab:IGHV1-3:IGKV3-20	95
P0_Ab:IGHV3-23:IGKV3D-20	40
P0_Ab:IGHV3-30-3:IGLV2-23	26
P0_Ab:IGHV3-11:IGKV1-5	48
P0_Ab:IGHV4-31:IGLV1-44	37
P0_Ab:IGHV3-23:IGLV2-18	117
P0_Ab:IGHV3-64D:IGKV3-20	5
P0_Ab:IGHV3-13:IGKV1-27	16
P0_Ab:IGHV3-20:IGLV2-23	16
P0_Ab:IGHV4-61:IGLV1-36	63
P0_Ab:IGHV3-30:IGKV3-15	26
P0_Ab:IGHV1-8:IGLV3-27	13
P0_Ab:IGHV3-48:IGKV1-27	103
P0_Ab:IGHV3-72:IGLV2-11	35
P0_Ab:IGHV3-48:IGLV1-51	34
P0_Ab:IGHV4-30-4:IGKV1-16	6
P0_Ab:IGHV1-8:IGLV2-18	33
P0_Ab:IGHV3-48:IGLV6-57	46
P0_Ab:IGHV1-58:IGKV3-11	22
P0_Ab:IGHV3-53:IGLV1-40	50
P0_Ab:IGHV3-30:IGKV1-27	45
P0_Ab:IGHV3-30:IGKV1-17	28
P0_Ab:IGHV1-18:IGLV1-36	47
P0_Ab:IGHV3-21:IGKV2D-29	9
P0_Ab:IGHV3-72:IGLV6-57	16
P0_Ab:IGHV1-46:IGKV1-13	19
P0_Ab:IGHV4-4:IGKV1D-13	3
P0_Ab:IGHV1-18:IGLV7-43	33
P0_Ab:IGHV5-51:IGKV2-29	162
P0_Ab:IGHV3-66:IGKV1-39	124
P0_Ab:IGHV3-43:IGLV1-40	30
P0_Ab:IGHV3-33:IGLV7-46	11
P0_Ab:IGHV4-59:IGLV1-36	100
P0_Ab:IGHV3-15:IGLV6-57	53
P0_Ab:IGHV3-7:IGKV1-6	58
P0_Ab:IGHV3-15:IGKV3-15	48
P0_Ab:IGHV4-61:IGKV2-29	44
P0_Ab:IGHV3-15:IGKV1-5	171
P0_Ab:IGHV4-28:IGKV1-27	3
P0_Ab:IGHV3-66:IGKV3-11	37
P0_Ab:IGHV3-30-3:IGLV2-11	13
P0_Ab:IGHV3-15:IGKV1-27	75
P0_Ab:IGHV1-2:IGKV1-33	188
P0_Ab:IGHV3-43:IGLV1-51	13
P0_Ab:IGHV3-33:IGKV1-5	38
P0_Ab:IGHV3-13:IGKV3-20	19
P0_Ab:IGHV4-4:IGLV6-57	96
P0_Ab:IGHV3-33:IGLV3-12	1
P0_Ab:IGHV4-34:IGKV1-17	96
P0_Ab:IGHV1-3:IGLV1-36	17
P0_Ab:IGHV7-4-1:IGKV2-28	67
P0_Ab:IGHV3-73:IGKV1-6	12
P0_Ab:IGHV3-53:IGKV1-5	85
P0_Ab:IGHV3-48:IGLV3-21	99
P0_Ab:IGHV1-8:IGKV2-29	32
P0_Ab:IGHV4-34:IGKV3-15	60
P0_Ab:IGHV3-74:IGKV2-30	107
P0_Ab:IGHV1-69:IGKV1-33	37
P0_Ab:IGHV4-4:IGLV2-18	22
P0_Ab:IGHV3-53:IGKV1-27	43
P0_Ab:IGHV3-15:IGLV1-40	79
P0_Ab:IGHV4-39:IGLV1-36	97
P0_Ab:IGHV3-7:IGLV1-50	5
P0_Ab:IGHV3-74:IGLV8-61	28
P0_Ab:IGHV3-23:IGKV2D-29	77
P0_Ab:IGHV5-51:IGKV1-37	36
P0_Ab:IGHV4-38-2:IGKV1-13	5
P0_Ab:IGHV1-8:IGKV3-15	106
P0_Ab:IGHV1-2:IGKV2-29	28
P0_Ab:IGHV3-72:IGKV2-28	21
P0_Ab:IGHV1-18:IGLV5-52	2
P0_Ab:IGHV4-31:IGLV3-21	27
P0_Ab:IGHV3-66:IGLV7-46	22
P0_Ab:IGHV1-18:IGLV3-1	14
P0_Ab:IGHV1-18:IGKV3D-20	14
P0_Ab:IGHV5-51:IGKV2-40	42
P0_Ab:IGHV1-2:IGLV3-25	6
P0_Ab:IGHV3-74:IGLV6-57	69
P0_Ab:IGHV3-30:IGKV1-9	15
P0_Ab:IGHV3-30:IGKV2-28	29
P0_Ab:IGHV3-53:IGLV7-43	7
P0_Ab:IGHV3-20:IGLV2-8	25
P0_Ab:IGHV3-43:IGKV2-30	25
P0_Ab:IGHV1-3:IGLV3-21	104
P0_Ab:IGHV4-39:IGKV3D-15	21
P0_Ab:IGHV4-34:IGKV1-9	77
P0_Ab:IGHV4-59:IGLV9-49	13
P0_Ab:IGHV4-59:IGLV4-60	12
P0_Ab:IGHV4-4:IGKV2-30	115
P0_Ab:IGHV3-72:IGKV1-6	20
P0_Ab:IGHV3-9:IGKV1-5	124
P0_Ab:IGHV3-43:IGKV2-40	1
P0_Ab:IGHV7-4-1:IGKV3D-11	3
P0_Ab:IGHV4/OR15-8:IGLV1-44	3
P0_Ab:IGHV7-4-1:IGKV1D-12	31
P0_Ab:IGHV3-66:IGLV3-21	30
P0_Ab:IGHV3-48:IGKV1-33	94
P0_Ab:IGHV1-3:IGLV1-40	87
P0_Ab:IGHV3-11:IGKV4-1	25
P0_Ab:IGHV4-30-4:IGLV1-51	113
P0_Ab:IGHV3-49:IGLV1-50	1
P0_Ab:IGHV4-4:IGLV8-61	32
P0_Ab:IGHV4-39:IGLV3-27	16
P0_Ab:IGHV4-30-2:IGLV6-57	17
P0_Ab:IGHV3-53:IGLV2-23	136
P0_Ab:IGHV3-33:IGLV3-21	20
P0_Ab:IGHV1-2:IGKV1-6	78
P0_Ab:IGHV4-34:IGKV1-37	3
P0_Ab:IGHV3-49:IGKV3-20	16
P0_Ab:IGHV3-23:IGLV3-9	15
P0_Ab:IGHV4-30-4:IGKV3/OR2-268	3
P0_Ab:IGHV1-69:IGLV2-5	1
P0_Ab:IGHV3-13:IGKV1-39	83
P0_Ab:IGHV3-9:IGLV1-40	59
P0_Ab:IGHV1-69:IGKV1-5	44
P0_Ab:IGHV3-23:IGKV1-37	20
P0_Ab:IGHV3-49:IGLV2-23	36
P0_Ab:IGHV3-64:IGKV1-39	48
P0_Ab:IGHV3-64D:IGLV2-8	23
P0_Ab:IGHV3-33:IGLV3-27	1
P0_Ab:IGHV3-64:IGKV1-17	8
P0_Ab:IGHV4-39:IGLV4-60	10
P0_Ab:IGHV1-58:IGKV1-9	14
P0_Ab:IGHV3-20:IGKV1-6	7
P0_Ab:IGHV3-30-3:IGKV4-1	12
P0_Ab:IGHV1-46:IGLV8-61	49
P0_Ab:IGHV4-28:IGLV1-47	4
P0_Ab:IGHV4-30-2:IGKV1-12	17
P0_Ab:IGHV3-53:IGKV2-29	6
P0_Ab:IGHV3-48:IGKV3D-20	8
P0_Ab:IGHV1-3:IGKV2-24	1
P0_Ab:IGHV1-3:IGKV3-15	44
P0_Ab:IGHV3-9:IGKV1-33	60
P0_Ab:IGHV3-15:IGLV8-61	15
P0_Ab:IGHV5-10-1:IGLV1-44	66
P0_Ab:IGHV7-4-1:IGLV6-57	68
P0_Ab:IGHV1-69:IGLV2-23	91
P0_Ab:IGHV3-20:IGKV1-5	16
P0_Ab:IGHV1-3:IGLV8-61	16
P0_Ab:IGHV4-31:IGLV2-18	4
P0_Ab:IGHV5-51:IGLV3-9	17
P0_Ab:IGHV4-31:IGKV3D-15	3
P0_Ab:IGHV4-61:IGLV2-18	55
P0_Ab:IGHV1-2:IGLV8-61	41
P0_Ab:IGHV4-61:IGKV1-8	19
P0_Ab:IGHV1-8:IGLV2-5	2
P0_Ab:IGHV1-2:IGKV1D-16	5
P0_Ab:IGHV3-20:IGLV2-11	10
P0_Ab:IGHV1-58:IGKV1-17	15
P0_Ab:IGHV3-53:IGLV3-21	40
P0_Ab:IGHV3-15:IGKV3D-20	6
P0_Ab:IGHV1-3:IGKV4-1	128
P0_Ab:IGHV5-10-1:IGLV1-40	25
P0_Ab:IGHV1-8:IGLV7-43	29
P0_Ab:IGHV3-64D:IGLV1-44	13
P0_Ab:IGHV3-21:IGKV1-8	9
P0_Ab:IGHV3-73:IGLV1-40	27
P0_Ab:IGHV4-4:IGKV3-20	173
P0_Ab:IGHV4-30-2:IGKV1-17	28
P0_Ab:IGHV4-31:IGLV1-47	21
P0_Ab:IGHV3-43:IGLV2-11	23
P0_Ab:IGHV1-58:IGLV2-23	45
P0_Ab:IGHV3-13:IGKV1-33	19
P0_Ab:IGHV3-30:IGKV3-20	54
P0_Ab:IGHV1-3:IGKV2-30	48
P0_Ab:IGHV3-15:IGKV1-17	61
P0_Ab:IGHV3-43:IGKV1-27	38
P0_Ab:IGHV4-39:IGKV2D-29	56
P0_Ab:IGHV4-59:IGKV1D-12	79
P0_Ab:IGHV3-53:IGKV1-9	29
P0_Ab:IGHV3-53:IGKV3-11	90
P0_Ab:IGHV1-2:IGLV6-57	106
P0_Ab:IGHV3-64D:IGKV1D-12	4
P0_Ab:IGHV3-64:IGKV1-27	9
P0_Ab:IGHV7-4-1:IGKV2-30	71
P0_Ab:IGHV3-53:IGKV2-30	47
P0_Ab:IGHV3-43:IGKV1-17	21
P0_Ab:IGHV3-23:IGKV2D-30	7
P0_Ab:IGHV1-18:IGLV2-18	49
P0_Ab:IGHV3-66:IGKV1-27	22
P0_Ab:IGHV1-18:IGLV1-50	13
P0_Ab:IGHV4-39:IGKV1-37	11
P0_Ab:IGHV4-61:IGLV3-1	8
P0_Ab:IGHV4-30-2:IGLV1-40	32
P0_Ab:IGHV1-3:IGLV3-27	2
P0_Ab:IGHV1-3:IGLV1-50	11
P0_Ab:IGHV4-59:IGLV1-50	16
P0_Ab:IGHV4-34:IGLV7-43	17
P0_Ab:IGHV5-51:IGLV2-5	15
P0_Ab:IGHV4-39:IGKV1D-13	25
P0_Ab:IGHV3-48:IGKV2-30	60
P0_Ab:IGHV3-21:IGKV2-28	63
P0_Ab:IGHV3-49:IGKV1-NL1	2
P0_Ab:IGHV4-38-2:IGKV2-28	23
P0_Ab:IGHV1-69:IGKV2-30	18
P0_Ab:IGHV3-30:IGLV7-46	33
P0_Ab:IGHV4-38-2:IGKV1-12	39
P0_Ab:IGHV4-59:IGLV3-25	4
P0_Ab:IGHV3-48:IGLV1-36	20
P0_Ab:IGHV3-33:IGLV1-44	48
P0_Ab:IGHV3-15:IGLV2-18	15
P0_Ab:IGHV3-30:IGLV2-11	50
P0_Ab:IGHV3-53:IGLV2-5	1
P0_Ab:IGHV4-38-2:IGLV8-61	14
P0_Ab:IGHV4-4:IGKV1-13	15
P0_Ab:IGHV3-15:IGLV1-36	21
P0_Ab:IGHV5-51:IGLV3-13	2
P0_Ab:IGHV3-74:IGKV3-20	146
P0_Ab:IGHV3-49:IGKV3-15	9
P0_Ab:IGHV3-13:IGKV1-17	20
P0_Ab:IGHV1-58:IGLV6-57	10
P0_Ab:IGHV4-28:IGLV2-14	24
P0_Ab:IGHV4-30-2:IGKV3-15	15
P0_Ab:IGHV4-61:IGLV3-9	7
P0_Ab:IGHV1-3:IGLV4-60	2
P0_Ab:IGHV3-23:IGLV5-48	1
P0_Ab:IGHV4-31:IGLV5-39	1
P0_Ab:IGHV4-30-4:IGLV3-1	3
P0_Ab:IGHV3-15:IGLV7-43	3
P0_Ab:IGHV3-21:IGLV3-21	90
P0_Ab:IGHV1-38-4:IGKV1-5	1
P0_Ab:IGHV5-51:IGLV9-49	18
P0_Ab:IGHV3-49:IGKV1-27	10
P0_Ab:IGHV4-31:IGLV2-11	10
P0_Ab:IGHV3-7:IGKV1-17	106
P0_Ab:IGHV3-43:IGKV2-28	18
P0_Ab:IGHV4-31:IGKV3-11	38
P0_Ab:IGHV1-46:IGKV2-18	1
P0_Ab:IGHV3-43:IGKV1-12	26
P0_Ab:IGHV1-3:IGKV1-9	43
P0_Ab:IGHV4-61:IGKV2D-29	39
P0_Ab:IGHV7-4-1:IGLV7-43	21
P0_Ab:IGHV1-2:IGLV7-46	133
P0_Ab:IGHV5-10-1:IGKV2-30	32
P0_Ab:IGHV3-11:IGLV1-47	35
P0_Ab:IGHV4-30-4:IGLV2-18	33
P0_Ab:IGHV1-69:IGKV2-29	2
P0_Ab:IGHV3-13:IGLV3-25	1
P0_Ab:IGHV3-49:IGKV4-1	28
P0_Ab:IGHV3-66:IGKV3-20	24
P0_Ab:IGHV3-43:IGLV7-43	2
P0_Ab:IGHV3-64D:IGLV7-46	10
P0_Ab:IGHV4-34:IGKV2-29	24
P0_Ab:IGHV3-11:IGKV3-15	13
P0_Ab:IGHV4-38-2:IGKV2-29	9
P0_Ab:IGHV1-3:IGLV9-49	2
P0_Ab:IGHV3-30:IGKV1-33	53
P0_Ab:IGHV3-30-3:IGKV1-5	20
P0_Ab:IGHV3-48:IGKV1-16	2
P0_Ab:IGHV4-38-2:IGKV1-17	35
P0_Ab:IGHV3-73:IGKV3-11	28
P0_Ab:IGHV3-30:IGKV2-30	29
P0_Ab:IGHV3-64D:IGKV1-27	10
P0_Ab:IGHV4-4:IGKV2-29	30
P0_Ab:IGHV1-3:IGLV6-57	51
P0_Ab:IGHV4-38-2:IGLV6-57	21
P0_Ab:IGHV3-48:IGKV1D-12	17
P0_Ab:IGHV3-72:IGLV1-47	52
P0_Ab:IGHV3-30:IGKV1D-12	12
P0_Ab:IGHV3-48:IGKV2-28	60
P0_Ab:IGHV3-49:IGKV1-13	2
P0_Ab:IGHV3-49:IGLV3-21	20
P0_Ab:IGHV4-30-2:IGKV3D-20	1
P0_Ab:IGHV3-74:IGKV1-8	10
P0_Ab:IGHV4-31:IGLV9-49	1
P0_Ab:IGHV1-46:IGKV1D-16	4
P0_Ab:IGHV3-49:IGLV1-51	7
P0_Ab:IGHV5-51:IGLV3-12	17
P0_Ab:IGHV3-30:IGLV1-51	14
P0_Ab:IGHV4-4:IGLV7-43	15
P0_Ab:IGHV3-20:IGKV1D-12	1
P0_Ab:IGHV3-53:IGKV1D-13	1
P0_Ab:IGHV3-48:IGKV1-6	39
P0_Ab:IGHV4-38-2:IGKV3-20	53
P0_Ab:IGHV3-13:IGKV1-12	16
P0_Ab:IGHV1-58:IGLV7-43	5
P0_Ab:IGHV4-38-2:IGLV1-40	42
P0_Ab:IGHV4-30-4:IGKV2-29	45
