	Count
P3_cm:IGHV3-20:IGLV5-37	2
P3_cm:IGHV3-9:IGLV2-18	7
P3_cm:IGHV3-53:IGKV4-1	3
P3_cm:IGHV3-64:IGKV2-28	2
P3_cm:IGHV4-59:IGLV1-47	5
P3_cm:IGHV4-34:IGLV4-60	1
P3_cm:IGHV3-30:IGKV3-15	1
P3_cm:IGHV4-61:IGKV2-29	7
P3_cm:IGHV1-46:IGKV1-9	4
P3_cm:IGHV3-49:IGKV3-11	1
P3_cm:IGHV3-49:IGKV1-37	1
P3_cm:IGHV3-21:IGKV1-33	5
P3_cm:IGHV1-3:IGLV6-57	4
P3_cm:IGHV1-18:IGKV1-9	7
P3_cm:IGHV3-74:IGLV3-1	1
P3_cm:IGHV4-59:IGKV1-12	7
P3_cm:IGHV3-74:IGLV2-5	12
P3_cm:IGHV1-46:IGLV1-51	7
P3_cm:IGHV3-69-1:IGKV1-39	1
P3_cm:IGHV3-20:IGLV6-57	9
P3_cm:IGHV4-4:IGKV1-6	18
P3_cm:IGHV4/OR15-8:IGLV2-14	2
P3_cm:IGHV3/OR16-15:IGKV4-1	1
P3_cm:IGHV1-46:IGLV1-47	4
P3_cm:IGHV3-9:IGKV1-9	11
P3_cm:IGHV3-73:IGLV2-5	3
P3_cm:IGHV3-30:IGKV1-13	3
P3_cm:IGHV1-46:IGLV2-18	2
P3_cm:IGHV4-59:IGLV7-46	2
P3_cm:IGHV3-15:IGLV4-60	7
P3_cm:IGHV5-10-1:IGLV1-44	10
P3_cm:IGHV4-30-2:IGKV1-33	5
P3_cm:IGHV3-22:IGLV2-14	1
P3_cm:IGHV1-18:IGLV2-5	2
P3_cm:IGHV3-9:IGKV3-7	1
P3_cm:IGHV1-69:IGLV3-21	3
P3_cm:IGHV4-4:IGKV2D-29	4
P3_cm:IGHV3-21:IGLV3-21	3
P3_cm:IGHV1-3:IGKV1-27	2
P3_cm:IGHV3-48:IGKV1-13	2
P3_cm:IGHV3-66:IGLV2-11	4
P3_cm:IGHV1-2:IGKV2D-29	4
P3_cm:IGHV3-33:IGLV1-36	1
P3_cm:IGHV1-46:IGKV1-12	4
P3_cm:IGHV3-21:IGLV3-27	2
P3_cm:IGHV4-59:IGKV3-20	3
P3_cm:IGHV1-3:IGKV2-28	7
P3_cm:IGHV3-49:IGKV1-17	5
P3_cm:IGHV7-4-1:IGLV1-51	7
P3_cm:IGHV1-18:IGKV1-NL1	3
P3_cm:IGHV3-30:IGLV2-5	2
P3_cm:IGHV4-4:IGKV2-40	2
P3_cm:IGHV4-59:IGLV2-18	3
P3_cm:IGHV1-8:IGKV3/OR2-268	1
P3_cm:IGHV4-59:IGKV2-28	8
P3_cm:IGHV1-58:IGKV1-33	1
P3_cm:IGHV4-61:IGKV1-12	6
P3_cm:IGHV3-74:IGKV1-37	2
P3_cm:IGHV4-39:IGLV2-11	4
P3_cm:IGHV3-43D:IGLV1-44	1
P3_cm:IGHV1-2:IGKV1-17	3
P3_cm:IGHV3-9:IGKV1-12	8
P3_cm:IGHV4-34:IGLV6-57	6
P3_cm:IGHV4-30-4:IGKV1-9	2
P3_cm:IGHV4-30-4:IGLV2-18	4
P3_cm:IGHV4-61:IGLV1-51	4
P3_cm:IGHV3-11:IGKV1-6	2
P3_cm:IGHV1-8:IGKV1-8	2
P3_cm:IGHV3-9:IGLV5-37	3
P3_cm:IGHV3-21:IGKV1-17	3
P3_cm:IGHV3-23:IGLV5-37	1
P3_cm:IGHV3-72:IGLV1-51	8
P3_cm:IGHV4-30-4:IGLV1-47	5
P3_cm:IGHV3-20:IGKV1D-12	3
P3_cm:IGHV4-30-4:IGKV1-33	7
P3_cm:IGHV3-15:IGLV8-61	8
P3_cm:IGHV3-74:IGLV2-18	7
P3_cm:IGHV3-21:IGLV1-36	1
P3_cm:IGHV1-58:IGLV1-44	3
P3_cm:IGHV3-23:IGLV3-1	1
P3_cm:IGHV5-10-1:IGLV1-47	3
P3_cm:IGHV1-8:IGKV2D-29	2
P3_cm:IGHV3-9:IGLV7-46	4
P3_cm:IGHV3-9:IGKV3D-20	1
P3_cm:IGHV4-59:IGLV3-12	1
P3_cm:IGHV3-43:IGLV3-21	1
P3_cm:IGHV3-66:IGLV2-8	2
P3_cm:IGHV5-10-1:IGKV1-33	7
P3_cm:IGHV1-3:IGKV1-12	1
P3_cm:IGHV3-43:IGKV1-9	2
P3_cm:IGHV3-66:IGLV1-40	5
P3_cm:IGHV3-21:IGLV3-25	5
P3_cm:IGHV3-23:IGKV3D-11	2
P3_cm:IGHV5-51:IGKV1D-13	2
P3_cm:IGHV3-66:IGKV1-39	3
P3_cm:IGHV3-20:IGKV3-11	2
P3_cm:IGHV4-61:IGLV2-18	2
P3_cm:IGHV4-30-4:IGKV1-27	5
P3_cm:IGHV3-13:IGKV3-11	2
P3_cm:IGHV3-53:IGKV2-30	8
P3_cm:IGHV1-8:IGKV2-29	3
P3_cm:IGHV3-66:IGKV1-12	2
P3_cm:IGHV1-8:IGKV3D-15	2
P3_cm:IGHV3-23:IGLV1-50	6
P3_cm:IGHV3-15:IGKV1D-12	7
P3_cm:IGHV4-38-2:IGLV7-46	2
P3_cm:IGHV3-7:IGLV2-5	5
P3_cm:IGHV5-51:IGLV3-27	1
P3_cm:IGHV3-20:IGKV1-37	1
P3_cm:IGHV3-11:IGKV2-30	3
P3_cm:IGHV3-20:IGKV2D-29	1
P3_cm:IGHV3-13:IGLV8-61	1
P3_cm:IGHV7-4-1:IGLV6-57	7
P3_cm:IGHV3-66:IGKV4-1	4
P3_cm:IGHV3-73:IGLV8-61	4
P3_cm:IGHV3-13:IGKV4-1	7
P3_cm:IGHV4-30-4:IGKV3-11	9
P3_cm:IGHV7-4-1:IGKV1-9	5
P3_cm:IGHV3-48:IGLV4-60	1
P3_cm:IGHV1-18:IGKV1-6	5
P3_cm:IGHV7-4-1:IGKV3-20	6
P3_cm:IGHV3-73:IGLV7-43	2
P3_cm:IGHV3-15:IGLV7-43	3
P3_cm:IGHV1-69:IGKV1-9	2
P3_cm:IGHV3-64:IGLV2-8	2
P3_cm:IGHV4-59:IGKV1-6	4
P3_cm:IGHV4-39:IGKV1-12	4
P3_cm:IGHV3-74:IGLV7-43	11
P3_cm:IGHV3-21:IGKV2-28	4
P3_cm:IGHV1-38-4:IGLV2-14	1
P3_cm:IGHV3-7:IGKV1-8	2
P3_cm:IGHV3-73:IGLV1-47	5
P3_cm:IGHV3-43:IGKV3-11	2
P3_cm:IGHV3-11:IGLV1-40	4
P3_cm:IGHV1-18:IGLV7-46	4
P3_cm:IGHV3-7:IGKV1-NL1	12
P3_cm:IGHV4-34:IGKV2-28	5
P3_cm:IGHV4-34:IGKV1-13	4
P3_cm:IGHV4-30-2:IGKV3-20	1
P3_cm:IGHV4-30-4:IGKV1-12	7
P3_cm:IGHV3-69-1:IGKV1-27	1
P3_cm:IGHV3-53:IGLV1-44	5
P3_cm:IGHV4-38-2:IGKV1-12	1
P3_cm:IGHV5-10-1:IGLV1-51	2
P3_cm:IGHV3-20:IGKV1-33	6
P3_cm:IGHV4-59:IGLV1-36	3
P3_cm:IGHV3-16:IGKV1-13	1
P3_cm:IGHV4-30-4:IGKV3D-20	1
P3_cm:IGHV3-30:IGLV2-18	4
P3_cm:IGHV3-20:IGKV1-9	5
P3_cm:IGHV3-9:IGKV1-13	3
P3_cm:IGHV1-8:IGKV1-NL1	3
P3_cm:IGHV4-31:IGLV1-44	1
P3_cm:IGHV3-23:IGLV3-16	1
P3_cm:IGHV5-51:IGKV1-NL1	2
P3_cm:IGHV3-30-3:IGKV2-29	1
P3_cm:IGHV4-30-4:IGKV3-20	4
P3_cm:IGHV4-39:IGLV2-5	4
P3_cm:IGHV4-30-2:IGKV1-NL1	4
P3_cm:IGHV5-51:IGLV1-50	2
P3_cm:IGHV5-10-1:IGLV2-11	2
P3_cm:IGHV3-23:IGKV2-24	1
P3_cm:IGHV1-18:IGKV2-28	3
P3_cm:IGHV4-39:IGLV7-46	7
P3_cm:IGHV7-4-1:IGLV2-11	2
P3_cm:IGHV3-21:IGLV7-43	1
P3_cm:IGHV1-3:IGLV2-11	3
P3_cm:IGHV3-64D:IGLV2-8	2
P3_cm:IGHV3-66:IGLV2-5	2
P3_cm:IGHV3-9:IGKV3-15	6
P3_cm:IGHV4-4:IGKV2-29	4
P3_cm:IGHV1-46:IGLV1-50	1
P3_cm:IGHV4-38-2:IGLV2-8	4
P3_cm:IGHV3-11:IGLV6-57	1
P3_cm:IGHV5-10-1:IGKV2-29	3
P3_cm:IGHV4-30-4:IGKV1-17	2
P3_cm:IGHV4-38-2:IGLV1-44	1
P3_cm:IGHV4-59:IGKV3-15	3
P3_cm:IGHV4-4:IGKV3D-20	4
P3_cm:IGHV3-20:IGLV1-40	4
P3_cm:IGHV1-3:IGLV2-5	1
P3_cm:IGHV3-64D:IGLV1-44	1
P3_cm:IGHV3-53:IGLV1-36	1
P3_cm:IGHV7-4-1:IGLV1-47	5
P3_cm:IGHV3-30:IGLV1-51	1
P3_cm:IGHV4-30-2:IGKV1-27	3
P3_cm:IGHV3-43D:IGKV4-1	2
P3_cm:IGHV4-39:IGKV2-30	2
P3_cm:IGHV4-59:IGKV2-29	2
P3_cm:IGHV3-23:IGKV1-37	6
P3_cm:IGHV7-4-1:IGKV2-28	5
P3_cm:IGHV3-20:IGKV1-27	1
P3_cm:IGHV4-59:IGKV1D-12	2
P3_cm:IGHV3-72:IGKV1-6	4
P3_cm:IGHV3-66:IGLV7-46	1
P3_cm:IGHV3-49:IGLV6-57	3
P3_cm:IGHV1-69:IGKV1D-12	7
P3_cm:IGHV7-4-1:IGLV1-50	1
P3_cm:IGHV3-64:IGKV1-17	1
P3_cm:IGHV3-72:IGKV2-40	2
P3_cm:IGHV4-34:IGKV1-17	6
P3_cm:IGHV3-21:IGLV5-37	1
P3_cm:IGHV7-4-1:IGKV1-16	1
P3_cm:IGHV3-72:IGKV1-12	1
P3_cm:IGHV3-74:IGKV1D-13	1
P3_cm:IGHV1-69:IGKV2-29	3
P3_cm:IGHV1/OR15-1:IGLV2-14	1
P3_cm:IGHV4-38-2:IGKV3-11	2
P3_cm:IGHV3-43:IGLV1-51	1
P3_cm:IGHV1-46:IGKV1-13	3
P3_cm:IGHV4-39:IGKV2-28	6
P3_cm:IGHV4-59:IGKV1-9	6
P3_cm:IGHV3-13:IGKV1-13	1
P3_cm:IGHV3-66:IGKV2-28	2
P3_cm:IGHV1-3:IGLV1-47	2
P3_cm:IGHV3-73:IGKV3D-20	1
P3_cm:IGHV4-28:IGKV3-11	2
P3_cm:IGHV3-21:IGKV2-30	4
P3_cm:IGHV3-72:IGKV1-NL1	1
P3_cm:IGHV3-72:IGLV3-25	5
P3_cm:IGHV1-69:IGLV8-61	3
P3_cm:IGHV1-18:IGKV1-12	2
P3_cm:IGHV3-69-1:IGKV3-11	1
P3_cm:IGHV3-53:IGLV3-21	1
P3_cm:IGHV1-69:IGKV3-15	1
P3_cm:IGHV3-30-3:IGLV1-40	2
P3_cm:IGHV3-7:IGLV8-61	3
P3_cm:IGHV1-18:IGKV1-17	1
P3_cm:IGHV1-3:IGKV1-9	1
P3_cm:IGHV3-33:IGKV1-39	1
P3_cm:IGHV3-13:IGKV1-33	1
P3_cm:IGHV3-30:IGLV1-40	1
P3_cm:IGHV3-23:IGKV3D-20	7
P3_cm:IGHV1-8:IGKV1/OR22-5	2
P3_cm:IGHV4-61:IGLV1-50	1
P3_cm:IGHV4-61:IGKV2-40	1
P3_cm:IGHV1-69:IGKV1-6	3
P3_cm:IGHV3-64D:IGLV2-14	3
P3_cm:IGHV1-2:IGKV1-13	2
P3_cm:IGHV3-43D:IGKV1-27	1
P3_cm:IGHV4-38-2:IGKV1-5	1
P3_cm:IGHV3-20:IGLV2-18	3
P3_cm:IGHV3-9:IGKV2-28	6
P3_cm:IGHV4-30-4:IGKV1-5	3
P3_cm:IGHV3-33:IGLV2-14	1
P3_cm:IGHV1-58:IGLV2-18	2
P3_cm:IGHV1-18:IGLV2-18	1
P3_cm:IGHV3-30:IGLV2-11	1
P3_cm:IGHV3-23:IGKV1D-13	2
P3_cm:IGHV4-39:IGLV8-61	2
P3_cm:IGHV3-74:IGKV2-29	5
P3_cm:IGHV3-53:IGLV1-51	2
P3_cm:IGHV4-61:IGKV1-13	3
P3_cm:IGHV4-34:IGKV1-33	2
P3_cm:IGHV7-4-1:IGKV2-29	3
P3_cm:IGHV1-69:IGLV1-47	8
P3_cm:IGHV1-46:IGLV7-46	2
P3_cm:IGHV3-7:IGKV1D-13	2
P3_cm:IGHV3-49:IGKV2-30	1
P3_cm:IGHV3-7:IGKV3-15	2
P3_cm:IGHV3-33:IGKV1-9	3
P3_cm:IGHV3-74:IGLV3-25	2
P3_cm:IGHV3-7:IGKV1-13	5
P3_cm:IGHV1-8:IGLV3-1	1
P3_cm:IGHV3-33:IGLV2-23	1
P3_cm:IGHV3-15:IGKV3-7	1
P3_cm:IGHV4-39:IGKV3-15	1
P3_cm:IGHV4-31:IGKV2-30	3
P3_cm:IGHV1-46:IGKV1-27	6
P3_cm:IGHV3-20:IGLV1-51	3
P3_cm:IGHV1-69:IGLV3-1	1
P3_cm:IGHV3-30:IGLV3-1	2
P3_cm:IGHV3-7:IGKV3-20	3
P3_cm:IGHV3-72:IGKV3-20	2
P3_cm:IGHV3-72:IGLV7-46	1
P3_cm:IGHV1-3:IGKV1-13	2
P3_cm:IGHV1-58:IGLV2-8	8
P3_cm:IGHV4-38-2:IGLV6-57	1
P3_cm:IGHV3-49:IGKV3-15	3
P3_cm:IGHV3-9:IGKV2-29	2
P3_cm:IGHV7-4-1:IGKV3-15	2
P3_cm:IGHV1-58:IGKV3-11	1
P3_cm:IGHV4-61:IGKV2D-29	2
P3_cm:IGHV4-61:IGKV1D-12	1
P3_cm:IGHV4-39:IGKV1-13	2
P3_cm:IGHV1-8:IGLV4-60	1
P3_cm:IGHV3-43:IGKV2-40	1
P3_cm:IGHV4-38-2:IGKV1-33	2
P3_cm:IGHV4-4:IGKV1-NL1	4
P3_cm:IGHV4-61:IGKV3/OR2-268	4
P3_cm:IGHV3-7:IGKV2-40	1
P3_cm:IGHV3-21:IGLV2-18	2
P3_cm:IGHV7-4-1:IGLV8-61	1
P3_cm:IGHV1-58:IGLV6-57	3
P3_cm:IGHV5-10-1:IGKV2-28	2
P3_cm:IGHV4-30-2:IGLV8-61	1
P3_cm:IGHV5-10-1:IGLV2-18	3
P3_cm:IGHV3-21:IGLV3-12	1
P3_cm:IGHV1-8:IGKV1-16	1
P3_cm:IGHV3-11:IGLV3-21	2
P3_cm:IGHV1-58:IGLV5-39	4
P3_cm:IGHV4-39:IGLV3-21	3
P3_cm:IGHV5-10-1:IGKV1-9	1
P3_cm:IGHV3-69-1:IGLV1-44	3
P3_cm:IGHV3-43D:IGKV1D-12	1
P3_cm:IGHV3-11:IGKV1-9	2
P3_cm:IGHV3-48:IGLV7-46	3
P3_cm:IGHV3-43:IGKV1-27	2
P3_cm:IGHV5-10-1:IGLV6-57	1
P3_cm:IGHV4-30-2:IGKV3-15	1
P3_cm:IGHV3-13:IGKV2-30	1
P3_cm:IGHV1-69:IGLV4-60	1
P3_cm:IGHV5-10-1:IGKV2-30	1
P3_cm:IGHV1-18:IGKV1-5	3
P3_cm:IGHV5-51:IGKV3D-15	1
P3_cm:IGHV1-69:IGKV3D-15	1
P3_cm:IGHV3-30-3:IGLV2-8	1
P3_cm:IGHV4-4:IGLV5-52	3
P3_cm:IGHV3-72:IGKV1-13	1
P3_cm:IGHV3-74:IGKV3-15	2
P3_cm:IGHV3-11:IGLV8-61	2
P3_cm:IGHV4-30-2:IGKV1-5	1
P3_cm:IGHV3-13:IGLV1-47	2
P3_cm:IGHV1-2:IGKV1-NL1	3
P3_cm:IGHV4-34:IGLV8-61	1
P3_cm:IGHV3-15:IGKV3D-11	2
P3_cm:IGHV1-46:IGKV2-29	2
P3_cm:IGHV4-39:IGLV3-27	1
P3_cm:IGHV1-18:IGKV2-40	1
P3_cm:IGHV3-74:IGKV3D-20	2
P3_cm:IGHV1-3:IGLV7-46	1
P3_cm:IGHV3-43:IGLV1-40	4
P3_cm:IGHV3-30:IGKV1-17	1
P3_cm:IGHV3-69-1:IGLV2-5	1
P3_cm:IGHV4-30-4:IGLV7-43	1
P3_cm:IGHV3-64:IGLV2-23	2
P3_cm:IGHV1-46:IGLV2-5	1
P3_cm:IGHV4-34:IGLV3-21	1
P3_cm:IGHV1/OR15-2:IGKV3-11	1
P3_cm:IGHV3-53:IGKV1-12	1
P3_cm:IGHV3-49:IGLV7-46	2
P3_cm:IGHV4-34:IGKV2D-29	1
P3_cm:IGHV4-38-2:IGKV1-17	1
P3_cm:IGHV3-72:IGKV1-37	1
P3_cm:IGHV3-30:IGLV1-36	1
P3_cm:IGHV3-72:IGLV7-43	1
P3_cm:IGHV4-39:IGKV3D-15	1
P3_cm:IGHV4-61:IGKV3D-20	1
P3_cm:IGHV3-30:IGLV7-43	1
P3_cm:IGHV4-59:IGLV1-51	2
P3_cm:IGHV3/OR16-10:IGKV1-NL1	1
P3_cm:IGHV1-69:IGKV2D-29	1
P3_cm:IGHV4-59:IGKV3D-11	1
P3_cm:IGHV3-74:IGKV1-NL1	2
P3_cm:IGHV3-64:IGKV2-30	1
P3_cm:IGHV3-13:IGLV6-57	1
P3_cm:IGHV3-7:IGKV2-29	4
P3_cm:IGHV3-72:IGLV1-36	1
P3_cm:IGHV3-23:IGKV1D-12	2
P3_cm:IGHV3-48:IGLV2-18	1
P3_cm:IGHV3-15:IGKV2D-30	2
P3_cm:IGHV3-49:IGLV1-51	2
P3_cm:IGHV3-49:IGKV2-29	1
P3_cm:IGHV4-30-2:IGKV1-17	1
P3_cm:IGHV1-38-4:IGKV1-5	2
P3_cm:IGHV3-20:IGLV2-11	1
P3_cm:IGHV4-39:IGKV1-NL1	1
P3_cm:IGHV3-64D:IGKV1-33	1
P3_cm:IGHV3-48:IGKV2D-29	1
P3_cm:IGHV3-64D:IGLV1-47	1
P3_cm:IGHV4-31:IGLV2-8	2
P3_cm:IGHV4-55:IGKV1-33	1
P3_cm:IGHV3-64D:IGKV1-39	1
P3_cm:IGHV3-30:IGLV3-27	1
P3_cm:IGHV4/OR15-8:IGKV3-11	1
P3_cm:IGHV3-48:IGKV1-17	2
P3_cm:IGHV3-43:IGKV1-33	2
P3_cm:IGHV3-53:IGKV2-28	1
P3_cm:IGHV3-23:IGKV3-7	2
P3_cm:IGHV3-74:IGKV1D-12	1
P3_cm:IGHV3-69-1:IGKV3-20	1
P3_cm:IGHV3-73:IGKV1D-13	1
P3_cm:IGHV3-21:IGLV1-50	1
P3_cm:IGHV1-69:IGLV1-51	1
P3_cm:IGHV3-13:IGLV1-36	1
P3_cm:IGHV4/OR15-8:IGKV4-1	1
P3_cm:IGHV4-34:IGLV3-13	2
P3_cm:IGHV4-4:IGKV1-13	2
P3_cm:IGHV1-69:IGLV6-57	2
P3_cm:IGHV3-11:IGKV3-15	1
P3_cm:IGHV1-8:IGLV9-49	5
P3_cm:IGHV3-43:IGKV1-5	1
P3_cm:IGHV4-34:IGKV3-15	1
P3_cm:IGHV3-30:IGKV2-29	1
P3_cm:IGHV3-74:IGLV3-9	1
P3_cm:IGHV4/OR15-8:IGKV1-39	1
P3_cm:IGHV7-4-1:IGKV3D-11	1
P3_cm:IGHV7-4-1:IGLV3-12	1
P3_cm:IGHV3-30:IGLV3-21	1
P3_cm:IGHV3-23:IGKV3D-15	1
P3_cm:IGHV3-9:IGLV2-5	2
P3_cm:IGHV3-43:IGKV1-6	1
P3_cm:IGHV3-13:IGKV3-20	2
P3_cm:IGHV5-51:IGLV4-60	1
P3_cm:IGHV4-34:IGLV1-36	1
P3_cm:IGHV3-30-3:IGKV1-39	1
P3_cm:IGHV4-30-4:IGKV2D-29	1
P3_cm:IGHV3-74:IGLV3-12	1
P3_cm:IGHV4-38-2:IGKV1-9	1
P3_cm:IGHV3-48:IGKV1-NL1	1
P3_cm:IGHV3-73:IGKV3-15	2
P3_cm:IGHV3-66:IGKV1-33	1
P3_cm:IGHV3-20:IGLV2-5	1
P3_cm:IGHV3-41:IGKV4-1	1
P3_cm:IGHV3-64:IGLV3-21	3
P3_cm:IGHV1-3:IGLV1-51	1
P3_cm:IGHV3-48:IGLV3-12	1
P3_cm:IGHV3-72:IGKV1-17	2
P3_cm:IGHV1-69:IGLV1-36	1
P3_cm:IGHV1-2:IGLV1-36	1
P3_cm:IGHV1-58:IGKV1-5	1
P3_cm:IGHV4-55:IGLV2-8	1
P3_cm:IGHV7-4-1:IGLV7-43	1
P3_cm:IGHV3-53:IGLV8-61	1
P3_cm:IGHV3-69-1:IGLV1-51	1
P3_cm:IGHV4-38-2:IGKV1-13	1
P3_cm:IGHV5-51:IGKV1-8	1
P3_cm:IGHV4-30-4:IGKV1D-12	1
P3_cm:IGHV3-30:IGKV1-9	1
P3_cm:IGHV3-62:IGLV1-44	1
P3_cm:IGHV3-64D:IGKV1-12	1
P3_cm:IGHV3-48:IGKV1D-12	1
P3_cm:IGHV4-30-2:IGKV2-40	1
P3_cm:IGHV4-30-2:IGKV2D-29	1
P3_cm:IGHV1/OR15-2:IGKV2-29	2
P3_cm:IGHV1-2:IGKV3D-20	2
P3_cm:IGHV4-59:IGKV3D-20	1
P3_cm:IGHV4-28:IGLV2-23	1
P3_cm:IGHV1-69:IGKV1-13	1
P3_cm:IGHV3-72:IGLV2-18	1
P3_cm:IGHV3-48:IGLV2-5	1
P3_cm:IGHV1-69:IGKV1-16	1
P3_cm:IGHV7-4-1:IGKV1-13	1
P3_cm:IGHV4-39:IGKV2-29	1
P3_cm:IGHV4-34:IGKV3-20	1
P3_cm:IGHV4-30-2:IGKV1-9	1
P3_cm:IGHV3-33:IGLV5-37	1
P3_cm:IGHV3-33:IGLV1-40	1
P3_cm:IGHV3-13:IGLV1-40	1
P3_cm:IGHV4-39:IGKV3D-20	1
P3_cm:IGHV1-18:IGLV7-43	1
P3_cm:IGHV3-33:IGKV3-11	1
P3_cm:IGHV3-64:IGKV4-1	1
P3_cm:IGHV3-9:IGLV3-27	1
P3_cm:IGHV3-9:IGLV5-52	1
P3_cm:IGHV3-53:IGKV3-11	1
P3_cm:IGHV3-53:IGLV1-47	1
P3_cm:IGHV3-13:IGKV1-9	1
P3_cm:IGHV4-34:IGKV1-12	1
P3_cm:IGHV3-33:IGLV2-11	1
P3_cm:IGHV4-55:IGLV2-18	1
P3_cm:IGHV4-61:IGLV8-61	1
P3_cm:IGHV3-53:IGKV1-33	1
P3_wt:IGHV3-23:IGKV1-39	46603
P3_wt:IGHV1-2:IGLV2-14	1171
P3_wt:IGHV4-61:IGKV1-39	514
P3_wt:IGHV3-15:IGKV4-1	9668
P3_wt:IGHV3-7:IGLV2-23	119
P3_wt:IGHV1-8:IGKV1-39	576
P3_wt:IGHV3-15:IGLV2-8	1577
P3_wt:IGHV3-13:IGLV2-8	32
P3_wt:IGHV4-61:IGKV1-9	82
P3_wt:IGHV1-3:IGKV1-39	44
P3_wt:IGHV3-23:IGLV2-14	2710
P3_wt:IGHV3-74:IGLV2-23	215
P3_wt:IGHV4-30-4:IGLV2-8	46
P3_wt:IGHV3-13:IGLV2-14	205
P3_wt:IGHV5-10-1:IGLV2-23	143
P3_wt:IGHV5-51:IGKV1-39	1200
P3_wt:IGHV5-51:IGKV3-11	132
P3_wt:IGHV5-51:IGLV2-14	1635
P3_wt:IGHV4-61:IGLV2-23	78
P3_wt:IGHV4-39:IGLV1-44	83
P3_wt:IGHV3-20:IGKV3D-20	106
P3_wt:IGHV4-4:IGLV1-44	188
P3_wt:IGHV5-51:IGLV1-44	424
P3_wt:IGHV3-53:IGLV1-40	37
P3_wt:IGHV3-23:IGKV4-1	694
P3_wt:IGHV3-7:IGLV2-14	705
P3_wt:IGHV5-51:IGLV2-23	562
P3_wt:IGHV3-73:IGLV2-14	716
P3_wt:IGHV4-39:IGLV2-14	364
P3_wt:IGHV4-30-4:IGKV1-39	176
P3_wt:IGHV3-15:IGLV1-51	741
P3_wt:IGHV4-34:IGLV3-21	3
P3_wt:IGHV3-15:IGLV1-44	589
P3_wt:IGHV1-8:IGKV3-11	324
P3_wt:IGHV3-11:IGLV2-14	451
P3_wt:IGHV1-18:IGLV1-47	28
P3_wt:IGHV4-59:IGKV1-27	160
P3_wt:IGHV3-15:IGLV2-23	344
P3_wt:IGHV4-39:IGKV1-39	211
P3_wt:IGHV7-4-1:IGLV2-14	426
P3_wt:IGHV3-48:IGKV1-5	715
P3_wt:IGHV1-18:IGLV2-14	338
P3_wt:IGHV4-4:IGLV4-60	899
P3_wt:IGHV5-10-1:IGKV1-12	95
P3_wt:IGHV1-8:IGLV2-14	1419
P3_wt:IGHV3-15:IGKV1-5	195
P3_wt:IGHV3-72:IGLV2-14	261
P3_wt:IGHV3-15:IGKV1-39	1237
P3_wt:IGHV5-51:IGLV6-57	251
P3_wt:IGHV3-23:IGLV1-36	38
P3_wt:IGHV1-2:IGLV2-18	262
P3_wt:IGHV3-7:IGLV2-8	182
P3_wt:IGHV3-23:IGKV1-5	227
P3_wt:IGHV3-23:IGLV2-23	1013
P3_wt:IGHV4-34:IGLV1-51	44
P3_wt:IGHV4-4:IGKV1-27	128
P3_wt:IGHV4-30-4:IGKV3-20	27
P3_wt:IGHV1-8:IGKV3-15	23
P3_wt:IGHV3-15:IGKV2-28	365
P3_wt:IGHV3-15:IGLV1-47	250
P3_wt:IGHV3-48:IGLV2-14	347
P3_wt:IGHV3-73:IGKV1-39	293
P3_wt:IGHV5-51:IGLV8-61	77
P3_wt:IGHV3-9:IGLV2-8	194
P3_wt:IGHV4-61:IGLV2-14	1166
P3_wt:IGHV4-34:IGKV3-11	214
P3_wt:IGHV3-9:IGLV8-61	95
P3_wt:IGHV3-33:IGKV3-7	33
P3_wt:IGHV3-48:IGKV1-39	163
P3_wt:IGHV1-8:IGLV2-11	40
P3_wt:IGHV4-4:IGLV1-51	24
P3_wt:IGHV3-23:IGKV1-33	113
P3_wt:IGHV3-7:IGLV1-44	165
P3_wt:IGHV1-8:IGLV1-44	278
P3_wt:IGHV3-74:IGLV2-14	638
P3_wt:IGHV3-72:IGLV3-21	29
P3_wt:IGHV3-7:IGLV1-36	9
P3_wt:IGHV3-73:IGLV2-23	87
P3_wt:IGHV3-9:IGLV7-46	4
P3_wt:IGHV3-73:IGKV1-12	268
P3_wt:IGHV5-51:IGKV1-6	68
P3_wt:IGHV3-23:IGKV1-6	163
P3_wt:IGHV3-30:IGLV1-44	437
P3_wt:IGHV3-23:IGLV2-8	784
P3_wt:IGHV3-23:IGLV7-46	84
P3_wt:IGHV3-9:IGKV1-39	455
P3_wt:IGHV3-74:IGKV1-39	271
P3_wt:IGHV4-39:IGLV2-8	171
P3_wt:IGHV3-73:IGLV2-8	262
P3_wt:IGHV4-61:IGLV2-8	385
P3_wt:IGHV5-51:IGLV2-8	650
P3_wt:IGHV5-51:IGKV1-17	125
P3_wt:IGHV3-48:IGLV2-11	21
P3_wt:IGHV3-23:IGLV1-44	338
P3_wt:IGHV4-34:IGLV6-57	48
P3_wt:IGHV3-73:IGKV1-9	44
P3_wt:IGHV3-15:IGKV3-11	198
P3_wt:IGHV3-15:IGKV1-9	187
P3_wt:IGHV3-74:IGLV1-51	45
P3_wt:IGHV1-2:IGLV1-47	173
P3_wt:IGHV3-15:IGLV1-40	78
P3_wt:IGHV3-23:IGKV1-27	148
P3_wt:IGHV5-51:IGKV1-27	141
P3_wt:IGHV4-61:IGKV1-6	1020
P3_wt:IGHV3-49:IGLV2-14	58
P3_wt:IGHV3-15:IGKV1-17	27
P3_wt:IGHV1-2:IGLV2-8	165
