"P0_Ab","P3_cm","P3_wt","IGH","IGL","P0_Ab_Ratio","P3_cm_Ratio","P3_wt_Ratio","P3_cmR","P3_wtR"
86,69,52,"IGHV3-9","IGKV3-11",0.000363620988541711,0.00029174242103928,0.000219863853536848,0.802325581395349,0.604651162790698
198,39,81,"IGHV5-51","IGLV2-18",0.00137821583695289,0.000271466755763448,0.000563815569662546,0.196969696969697,0.409090909090909
630,71,49,"IGHV1-3","IGLV2-14",0.00503866979117513,0.00056785008757688,0.000391896539313621,0.112698412698413,0.0777777777777778
188,84,36,"IGHV4-61","IGKV2-28",0.000794892393556298,0.000355164686482601,0.000152213437063972,0.446808510638298,0.191489361702128
1030,34,83,"IGHV4-39","IGLV1-44",0.00716950662657312,0.000236663325537365,0.000577736941752979,0.0330097087378641,0.0805825242718446
59,46,71,"IGHV3-9","IGLV1-40",0.00047187542488783,0.000367902873641359,0.00056785008757688,0.779661016949152,1.20338983050847
471,34,82,"IGHV4-61","IGKV3-11",0.0019914591349203,0.000143757135004862,0.000346708384423492,0.0721868365180467,0.174097664543524
192,76,40,"IGHV3-7","IGKV4-1",0.00133645172068159,0.000529012139436463,0.000278427441808665,0.395833333333333,0.208333333333333
234,92,23,"IGHV5-51","IGLV1-36",0.00187150592243648,0.000735805747282717,0.000183951436820679,0.393162393162393,0.0982905982905983
450,30,85,"IGHV4-59","IGLV1-40",0.00190266796329965,0.000126844530886643,0.000359392837512156,0.0666666666666667,0.188888888888889
12,20,95,"IGHV3-9","IGLV8-61",8.35282325425994e-05,0.000139213720904332,0.000661265174295579,1.66666666666667,7.91666666666667
0,9,106,"IGHV3-20","IGKV3D-20",0,7.19809970167876e-05,0.000847776187086609,Inf,Inf
36,54,59,"IGHV3-15","IGKV1-6",0.000152213437063972,0.000228320155595958,0.000249460910743732,1.5,1.63888888888889
104,53,58,"IGHV3-49","IGLV2-14",0.000723911348702528,0.000368916360396481,0.000403719790622564,0.509615384615385,0.557692307692308
10,54,56,"IGHV3-15","IGKV2-29",7.99788855742084e-05,0.000431885982100725,0.000447881759215567,5.4,5.6
262,85,24,"IGHV3-21","IGLV2-23",0.00110777556974335,0.000359392837512156,0.000101475624709315,0.324427480916031,0.0916030534351145
16,94,15,"IGHV3-20","IGLV2-23",0.000111370976723466,0.000654304488250362,0.000104410290678249,5.875,0.9375
29,10,95,"IGHV5-10-1","IGKV1-12",0.000231938768165204,7.99788855742084e-05,0.00075979941295498,0.344827586206897,3.27586206896552
166,7,97,"IGHV4-4","IGLV3-21",0.000701873070906093,2.95970572068834e-05,0.000410130649866813,0.0421686746987952,0.58433734939759
607,48,55,"IGHV1-46","IGLV2-8",0.00422513642944649,0.000334112930170398,0.000382837732486914,0.0790774299835255,0.0906095551894563
145,59,43,"IGHV1-2","IGLV2-11",0.00115969384082602,0.00047187542488783,0.000343909207969096,0.406896551724138,0.296551724137931
143,62,40,"IGHV1-8","IGLV2-11",0.000604625597226333,0.000262145363832396,0.000169126041182191,0.433566433566434,0.27972027972028
60,43,59,"IGHV3-13","IGLV2-23",0.000417641162712997,0.000299309499944315,0.00041068047666778,0.716666666666667,0.983333333333333
202,38,63,"IGHV3-48","IGLV1-44",0.00161557348859901,0.000303919765181992,0.000503866979117513,0.188118811881188,0.311881188118812
117,79,22,"IGHV3-23","IGLV2-18",0.000494693670457909,0.000334023931334827,9.30193226502051e-05,0.675213675213675,0.188034188034188
57,56,44,"IGHV4-34","IGLV1-51",0.000396759104577347,0.000389798418532131,0.000306270185989531,0.982456140350877,0.771929824561403
50,71,29,"IGHV3-15","IGLV7-46",0.000399894427871042,0.00056785008757688,0.000231938768165204,1.42,0.58
149,37,60,"IGHV3-7","IGLV1-40",0.000629994503403662,0.000156441588093527,0.000253689061773287,0.248322147651007,0.402684563758389
168,27,70,"IGHV5-10-1","IGKV1-39",0.00116939525559639,0.000187938523220849,0.000487248023165163,0.160714285714286,0.416666666666667
661,59,36,"IGHV4-39","IGKV3-11",0.00528660433645518,0.00047187542488783,0.00028792398806715,0.0892586989409985,0.0544629349470499
159,26,69,"IGHV4-4","IGLV1-40",0.000672276013699209,0.000109931926768424,0.00029174242103928,0.163522012578616,0.433962264150943
165,76,16,"IGHV1-8","IGKV1-12",0.00114851319746074,0.000529012139436463,0.000111370976723466,0.460606060606061,0.096969696969697
639,59,32,"IGHV4-39","IGKV4-1",0.00511065078819192,0.00047187542488783,0.000255932433837467,0.0923317683881064,0.0500782472613459
678,41,50,"IGHV5-51","IGKV2-28",0.00286668639803814,0.000173354192211746,0.000211407551477739,0.0604719764011799,0.0737463126843658
670,25,65,"IGHV4-61","IGKV1-5",0.00466365965029513,0.000174017151130415,0.00045244459293908,0.0373134328358209,0.0970149253731343
268,26,62,"IGHV3-21","IGLV2-8",0.00214343413338879,0.000207945102492942,0.000495869090560092,0.0970149253731343,0.23134328358209
143,24,64,"IGHV1-8","IGLV6-57",0.000604625597226333,0.000101475624709315,0.000270601665891506,0.167832167832168,0.447552447552448
114,26,62,"IGHV3-7","IGKV2-30",0.000793518209154694,0.000180977837175632,0.00043156253480343,0.228070175438596,0.543859649122807
17,31,57,"IGHV3-73","IGKV2-28",0.000135964105476154,0.000247934545280046,0.000455879647772988,1.82352941176471,3.35294117647059
395,15,72,"IGHV4-61","IGLV3-21",0.00167011965667414,6.34222654433216e-05,0.000304426874127944,0.0379746835443038,0.182278481012658
278,17,70,"IGHV7-4-1","IGLV1-44",0.00193507072057022,0.000118331662768682,0.000487248023165163,0.0611510791366906,0.251798561151079
288,18,69,"IGHV3-74","IGKV1-5",0.0023033919045372,0.000143961994033575,0.000551854310462038,0.0625,0.239583333333333
134,49,38,"IGHV3-23","IGLV1-36",0.00056657223796034,0.000207179400448184,0.000160669739123081,0.365671641791045,0.283582089552239
160,47,40,"IGHV3-74","IGKV1-33",0.00111370976723466,0.000327152244125181,0.000278427441808665,0.29375,0.25
225,10,77,"IGHV5-51","IGLV8-61",0.00179952492541969,7.99788855742084e-05,0.000615837418921405,0.0444444444444444,0.342222222222222
37,10,77,"IGHV1-69","IGKV1-33",0.000156441588093527,4.22815102955478e-05,0.000325567629275718,0.27027027027027,2.08108108108108
94,54,33,"IGHV3-48","IGKV1-33",0.000654304488250362,0.000375877046441697,0.000229702639492148,0.574468085106383,0.351063829787234
103,19,67,"IGHV1-2","IGLV1-51",0.000823782521414347,0.000151959882590996,0.000535858533347196,0.184466019417476,0.650485436893204
125,13,72,"IGHV4-4","IGLV2-11",0.000528518878694347,5.49659633842121e-05,0.000304426874127944,0.104,0.576
5,43,42,"IGHV3-20","IGKV2-28",3.48034302260831e-05,0.000299309499944315,0.000292348813899098,8.6,8.4
20,11,74,"IGHV3-11","IGLV2-11",0.000159957771148417,8.79767741316293e-05,0.000591843753249142,0.55,3.7
447,31,53,"IGHV1-46","IGLV1-44",0.00188998351021098,0.000131072681916198,0.000224092004566403,0.0693512304250559,0.118568232662192
128,46,38,"IGHV3-48","IGKV4-1",0.000890967813787727,0.000320191558079964,0.000264506069718231,0.359375,0.296875
342,17,66,"IGHV4-38-2","IGLV2-14",0.00273527788663793,0.000135964105476154,0.000527860644789776,0.0497076023391813,0.192982456140351
442,41,41,"IGHV4-61","IGLV1-47",0.00186884275506321,0.000173354192211746,0.000173354192211746,0.0927601809954751,0.0927601809954751
67,17,64,"IGHV3-49","IGKV1-39",0.000466365965029513,0.000118331662768682,0.000445483906893863,0.253731343283582,0.955223880597015
738,34,46,"IGHV4-30-4","IGLV2-8",0.00590244175537658,0.000271928210952309,0.000367902873641359,0.046070460704607,0.0623306233062331
10,36,44,"IGHV3-73","IGKV1-9",4.22815102955478e-05,0.000152213437063972,0.00018603864530041,3.6,4.4
14,32,48,"IGHV3-73","IGLV1-51",9.74496046330326e-05,0.000222741953446932,0.000334112930170398,2.28571428571429,3.42857142857143
85,42,37,"IGHV3-9","IGLV1-47",0.000679820527380771,0.000335911319411675,0.000295921876624571,0.494117647058824,0.435294117647059
15,43,36,"IGHV3-15","IGLV2-18",6.34222654433216e-05,0.000181810494270855,0.000152213437063972,2.86666666666667,2.4
35,36,43,"IGHV3-20","IGKV1-39",0.000243624011582582,0.000250584697627798,0.000299309499944315,1.02857142857143,1.22857142857143
258,35,43,"IGHV4-34","IGLV1-44",0.00206345524781458,0.000279926099509729,0.000343909207969096,0.135658914728682,0.166666666666667
945,13,65,"IGHV4-59","IGKV1-5",0.00399560272292926,5.49659633842121e-05,0.00027482981692106,0.0137566137566138,0.0687830687830688
220,69,9,"IGHV1-3","IGLV2-23",0.00153135092994766,0.000480287337119947,6.26461744069495e-05,0.313636363636364,0.0409090909090909
190,23,55,"IGHV3-7","IGLV1-47",0.00151959882590996,0.000183951436820679,0.000439883870658146,0.121052631578947,0.289473684210526
96,19,59,"IGHV4-4","IGLV6-57",0.000405902498837258,8.03348695615407e-05,0.000249460910743732,0.197916666666667,0.614583333333333
32,17,61,"IGHV4-4","IGLV8-61",0.000222741953446932,0.000118331662768682,0.000424601848758214,0.53125,1.90625
428,31,44,"IGHV1-3","IGKV1-39",0.00342309630257612,0.000247934545280046,0.000351907096526517,0.0724299065420561,0.102803738317757
69,24,51,"IGHV3-74","IGLV6-57",0.00029174242103928,0.000101475624709315,0.000215635702507294,0.347826086956522,0.739130434782609
56,25,50,"IGHV3-72","IGKV3-11",0.000389798418532131,0.000174017151130415,0.000348034302260831,0.446428571428571,0.892857142857143
34,16,58,"IGHV3-48","IGLV1-51",0.000271928210952309,0.000127966216918733,0.000463877536330409,0.470588235294118,1.70588235294118
22,17,56,"IGHV4-4","IGLV2-18",9.30193226502051e-05,7.18785675024312e-05,0.000236776457655067,0.772727272727273,2.54545454545455
196,23,49,"IGHV1-8","IGKV1-27",0.00136429446486246,0.000160095779039982,0.000341073616215614,0.11734693877551,0.25
1012,33,38,"IGHV4-59","IGLV1-44",0.00809386322010989,0.000263930322394888,0.000303919765181992,0.0326086956521739,0.0375494071146245
120,26,45,"IGHV1-58","IGLV2-14",0.000507378123546573,0.000109931926768424,0.000190266796329965,0.216666666666667,0.375
45,33,38,"IGHV3-49","IGLV2-8",0.000313230872034748,0.000229702639492148,0.000264506069718231,0.733333333333333,0.844444444444444
228,41,29,"IGHV4-4","IGKV3-11",0.00182351859109195,0.000327913430854254,0.000231938768165204,0.179824561403509,0.12719298245614
18,3,67,"IGHV1-69","IGKV1-17",7.6106718531986e-05,1.26844530886643e-05,0.00028328611898017,0.166666666666667,3.72222222222222
7,39,29,"IGHV3-20","IGLV1-47",4.87248023165163e-05,0.000271466755763448,0.000201859895311282,5.57142857142857,4.14285714285714
137,56,11,"IGHV3-30","IGLV2-23",0.00109571073236666,0.000447881759215567,8.79767741316293e-05,0.408759124087591,0.0802919708029197
364,21,46,"IGHV4-34","IGLV2-8",0.00153904697475794,8.87911716206503e-05,0.00019449494735952,0.0576923076923077,0.126373626373626
49,49,18,"IGHV1-46","IGLV8-61",0.000341073616215614,0.000341073616215614,0.000125292348813899,1,0.36734693877551
28,32,35,"IGHV3-73","IGKV3-11",0.000223940879607784,0.000255932433837467,0.000279926099509729,1.14285714285714,1.25
4,51,15,"IGHV3-23","IGLV2-5",1.69126041182191e-05,0.000215635702507294,6.34222654433216e-05,12.75,3.75
213,41,24,"IGHV1-8","IGKV1-33",0.00148262612763114,0.000285388127853881,0.000167056465085199,0.192488262910798,0.112676056338028
57,51,14,"IGHV3-23","IGKV1-13",0.000455879647772988,0.000407892316428463,0.000111970439803892,0.894736842105263,0.245614035087719
188,46,18,"IGHV1-2","IGKV1-33",0.000794892393556298,0.00019449494735952,7.6106718531986e-05,0.24468085106383,0.0957446808510638
37,49,15,"IGHV3-72","IGKV4-1",0.000257545383673015,0.000341073616215614,0.000104410290678249,1.32432432432432,0.405405405405405
525,15,48,"IGHV4-30-4","IGLV1-44",0.00419889149264594,0.000119968328361313,0.0003838986507562,0.0285714285714286,0.0914285714285714
286,15,48,"IGHV4-30-4","IGLV1-40",0.00120925119445267,6.34222654433216e-05,0.000202951249418629,0.0524475524475524,0.167832167832168
99,37,26,"IGHV3-74","IGKV1-17",0.000689107918476445,0.000257545383673015,0.000180977837175632,0.373737373737374,0.262626262626263
120,17,45,"IGHV5-51","IGKV2D-29",0.000959746626890501,0.000135964105476154,0.000359904985083938,0.141666666666667,0.375
85,26,36,"IGHV3-74","IGKV1-9",0.000359392837512156,0.000109931926768424,0.000152213437063972,0.305882352941176,0.423529411764706
174,27,34,"IGHV3-7","IGKV3-11",0.00121115937186769,0.000187938523220849,0.000236663325537365,0.155172413793103,0.195402298850575
52,27,34,"IGHV3-73","IGKV1-5",0.000415890204985884,0.000215942991050363,0.000271928210952309,0.519230769230769,0.653846153846154
84,9,52,"IGHV7-4-1","IGLV7-46",0.000355164686482601,3.8053359265993e-05,0.000219863853536848,0.107142857142857,0.619047619047619
67,40,20,"IGHV3-15","IGKV1-12",0.000466365965029513,0.000278427441808665,0.000139213720904332,0.597014925373134,0.298507462686567
74,12,48,"IGHV3-48","IGLV1-40",0.000591843753249142,9.59746626890501e-05,0.0003838986507562,0.162162162162162,0.648648648648649
23,11,49,"IGHV3-74","IGLV7-43",9.72474736797598e-05,4.65096613251025e-05,0.000207179400448184,0.478260869565217,2.1304347826087
94,42,17,"IGHV4-30-2","IGLV2-8",0.000654304488250362,0.000292348813899098,0.000118331662768682,0.446808510638298,0.180851063829787
179,5,54,"IGHV7-4-1","IGLV1-47",0.00143162205177833,3.99894427871042e-05,0.000431885982100725,0.0279329608938547,0.301675977653631
129,40,19,"IGHV3-23","IGLV8-61",0.000545431482812566,0.000169126041182191,8.03348695615407e-05,0.310077519379845,0.147286821705426
25,31,28,"IGHV3-11","IGKV4-1",0.000174017151130415,0.000215781267401715,0.000194899209266065,1.24,1.12
245,12,46,"IGHV4-39","IGLV6-57",0.00195948269656811,9.59746626890501e-05,0.000367902873641359,0.0489795918367347,0.187755102040816
180,37,20,"IGHV4-61","IGLV6-57",0.00076106718531986,0.000156441588093527,8.45630205910955e-05,0.205555555555556,0.111111111111111
49,12,45,"IGHV3-74","IGLV1-51",0.000341073616215614,8.35282325425994e-05,0.000313230872034748,0.244897959183673,0.918367346938776
268,16,41,"IGHV4-59","IGLV6-57",0.00214343413338879,0.000127966216918733,0.000327913430854254,0.0597014925373134,0.152985074626866
45,34,23,"IGHV1-58","IGLV2-23",0.000190266796329965,0.000143757135004862,9.72474736797598e-05,0.755555555555556,0.511111111111111
168,30,26,"IGHV3-74","IGLV1-40",0.00116939525559639,0.000208820581356499,0.000180977837175632,0.178571428571429,0.154761904761905
128,20,36,"IGHV1-3","IGKV4-1",0.00102372973534987,0.000159957771148417,0.00028792398806715,0.15625,0.28125
61,29,27,"IGHV3-15","IGKV1-17",0.000257917212802841,0.000122616379857088,0.000114160077797979,0.475409836065574,0.442622950819672
60,17,39,"IGHV3-48","IGKV2-30",0.000417641162712997,0.000118331662768682,0.000271466755763448,0.283333333333333,0.65
46,32,24,"IGHV1-69","IGKV4-1",0.000367902873641359,0.000255932433837467,0.0001919493253781,0.695652173913044,0.521739130434783
70,13,42,"IGHV1-8","IGLV1-51",0.000295970572068834,5.49659633842121e-05,0.000177582343241301,0.185714285714286,0.6
169,29,26,"IGHV7-4-1","IGKV4-1",0.00117635594164161,0.000201859895311282,0.000180977837175632,0.171597633136095,0.153846153846154
88,21,34,"IGHV3-7","IGLV6-57",0.000703814193053034,0.000167955659705838,0.000271928210952309,0.238636363636364,0.386363636363636
246,27,28,"IGHV3-30","IGKV1-39",0.00104012515327047,0.000114160077797979,0.000118388228827534,0.109756097560976,0.113821138211382
233,46,9,"IGHV4-61","IGKV1-17",0.00162183984853547,0.000320191558079964,6.26461744069495e-05,0.197424892703863,0.0386266094420601
267,21,34,"IGHV4-30-2","IGLV2-14",0.00213543624483136,0.000167955659705838,0.000271928210952309,0.0786516853932584,0.127340823970037
6,44,11,"IGHV3-69-1","IGLV2-23",2.53689061773287e-05,0.00018603864530041,4.65096613251025e-05,7.33333333333333,1.83333333333333
552,39,15,"IGHV4-39","IGKV3-20",0.00384229869695957,0.000271466755763448,0.000104410290678249,0.0706521739130435,0.0271739130434783
159,35,19,"IGHV3-7","IGKV1-33",0.00127166428062991,0.000279926099509729,0.000151959882590996,0.220125786163522,0.119496855345912
77,6,48,"IGHV4-34","IGLV6-57",0.000325567629275718,2.53689061773287e-05,0.000202951249418629,0.0779220779220779,0.623376623376623
4,42,12,"IGHV3-20","IGKV2-30",2.78427441808665e-05,0.000292348813899098,8.35282325425994e-05,10.5,3
231,11,42,"IGHV1-18","IGKV3-20",0.00184751225676421,8.79767741316293e-05,0.000335911319411675,0.0476190476190476,0.181818181818182
77,39,14,"IGHV4-39","IGLV2-18",0.000325567629275718,0.000164897890152636,5.91941144137669e-05,0.506493506493507,0.181818181818182
772,28,24,"IGHV5-51","IGLV7-46",0.00537364962690723,0.000194899209266065,0.000167056465085199,0.0362694300518135,0.0310880829015544
209,19,33,"IGHV4-4","IGLV1-47",0.00167155870850096,0.000151959882590996,0.000263930322394888,0.0909090909090909,0.157894736842105
151,22,30,"IGHV3-21","IGLV1-44",0.000638450805462771,9.30193226502051e-05,0.000126844530886643,0.145695364238411,0.198675496688742
170,35,17,"IGHV4-4","IGKV1-33",0.00118331662768682,0.000243624011582582,0.000118331662768682,0.205882352941176,0.1
120,30,22,"IGHV1-2","IGKV1-9",0.000959746626890501,0.000239936656722625,0.000175953548263259,0.25,0.183333333333333
336,31,20,"IGHV1-18","IGKV4-1",0.0014206587459304,0.000131072681916198,8.45630205910955e-05,0.0922619047619048,0.0595238095238095
60,21,30,"IGHV3-9","IGKV1-33",0.000417641162712997,0.000146174406949549,0.000208820581356499,0.35,0.5
9,12,39,"IGHV1-8","IGKV1-13",7.19809970167876e-05,9.59746626890501e-05,0.000311917653739413,1.33333333333333,4.33333333333333
13,3,48,"IGHV3-20","IGLV3-21",5.49659633842121e-05,1.26844530886643e-05,0.000202951249418629,0.230769230769231,3.69230769230769
298,22,28,"IGHV1-18","IGLV1-47",0.00207428444147455,0.000153135092994766,0.000194899209266065,0.0738255033557047,0.0939597315436242
27,32,18,"IGHV1-69","IGLV1-40",0.000215942991050363,0.000255932433837467,0.000143961994033575,1.18518518518519,0.666666666666667
49,26,24,"IGHV3-11","IGLV1-44",0.000207179400448184,0.000109931926768424,0.000101475624709315,0.530612244897959,0.489795918367347
36,47,3,"IGHV3-49","IGLV2-23",0.000250584697627798,0.000327152244125181,2.08820581356498e-05,1.30555555555556,0.0833333333333333
484,24,25,"IGHV4-39","IGLV1-40",0.00387097806179169,0.0001919493253781,0.000199947213935521,0.0495867768595041,0.0516528925619835
80,24,25,"IGHV3-9","IGLV3-21",0.000338252082364382,0.000101475624709315,0.000105703775738869,0.3,0.3125
95,5,44,"IGHV3-21","IGKV1-33",0.000661265174295579,3.48034302260831e-05,0.000306270185989531,0.0526315789473684,0.463157894736842
438,17,32,"IGHV4-39","IGKV1-27",0.00350307518815033,0.000135964105476154,0.000255932433837467,0.0388127853881279,0.0730593607305936
131,16,33,"IGHV3-21","IGKV4-1",0.000553887784871676,6.76504164728764e-05,0.000139528983975308,0.122137404580153,0.251908396946565
107,13,36,"IGHV3-74","IGKV2-30",0.000744793406838178,9.0488918587816e-05,0.000250584697627798,0.121495327102804,0.336448598130841
7,21,28,"IGHV3-15","IGKV2D-29",5.59852199019459e-05,0.000167955659705838,0.000223940879607784,3,4
50,11,37,"IGHV3-53","IGLV1-40",0.000211407551477739,4.65096613251025e-05,0.000156441588093527,0.22,0.74
